"ParticipantStudyID","Date","Attendance"
148917,"2019.11.18",1
148917,"2019.11.15",0
148917,"2019.11.13",1
148917,"2019.11.11",1
148917,"2019.11.08",0
148917,"2019.11.06",1
148917,"2019.11.04",1
148917,"2019.11.01",0
148917,"2019.10.30",1
148917,"2019.10.18",1
148917,"2019.10.16",1
148917,"2019.10.14",0
148917,"2019.10.11",1
148917,"2019.10.09",1
148917,"2019.10.07",1
148917,"2019.10.04",1
148917,"2019.10.02",1
148917,"2019.09.30",1
148917,"2019.09.27",1
148917,"2019.09.25",1
148917,"2019.09.23",1
148917,"2019.09.16",1
410350,"2019.11.22",0
410350,"2019.11.20",0
410350,"2019.11.18",0
410350,"2019.11.15",0
410350,"2019.11.13",0
410350,"2019.11.11",0
410350,"2019.11.08",0
410350,"2019.11.06",1
410350,"2019.11.04",0
410350,"2019.11.01",0
410350,"2019.10.30",0
410350,"2019.10.18",0
410350,"2019.10.16",0
410350,"2019.10.14",0
410350,"2019.10.11",0
410350,"2019.10.09",0
410350,"2019.10.07",0
410350,"2019.10.04",0
410350,"2019.10.02",0
410350,"2019.09.30",0
410350,"2019.09.27",0
410350,"2019.09.25",1
410350,"2019.09.23",0
410350,"2019.09.16",1
405483,"2019.11.22",0
405483,"2019.11.20",0
405483,"2019.11.18",0
405483,"2019.11.15",0
405483,"2019.11.13",0
405483,"2019.11.11",0
405483,"2019.11.08",0
405483,"2019.11.06",1
405483,"2019.11.04",1
405483,"2019.11.01",0
405483,"2019.10.30",1
405483,"2019.10.18",1
405483,"2019.10.16",0
405483,"2019.10.14",0
405483,"2019.10.11",1
405483,"2019.10.09",1
405483,"2019.10.07",1
405483,"2019.10.04",0
405483,"2019.10.02",1
405483,"2019.09.30",1
405483,"2019.09.27",1
405483,"2019.09.25",1
405483,"2019.09.23",0
405483,"2019.09.16",0
458798,"2019.11.22",0
458798,"2019.11.20",0
458798,"2019.11.18",0
458798,"2019.11.15",0
458798,"2019.11.13",0
458798,"2019.11.11",0
458798,"2019.11.08",0
458798,"2019.11.06",0
458798,"2019.11.04",0
458798,"2019.11.01",0
458798,"2019.10.30",0
458798,"2019.10.18",0
458798,"2019.10.16",1
458798,"2019.10.14",0
458798,"2019.10.11",0
458798,"2019.10.09",0
458798,"2019.10.07",0
458798,"2019.10.04",0
458798,"2019.10.02",0
458798,"2019.09.30",0
458798,"2019.09.27",0
458798,"2019.09.25",0
458798,"2019.09.23",0
458798,"2019.09.16",0
817474,"2019.11.22",0
817474,"2019.11.20",0
817474,"2019.11.18",0
817474,"2019.11.15",0
817474,"2019.11.13",0
817474,"2019.11.11",0
817474,"2019.11.08",0
817474,"2019.11.06",0
817474,"2019.11.04",0
817474,"2019.11.01",0
817474,"2019.10.30",0
817474,"2019.10.18",0
817474,"2019.10.16",0
817474,"2019.10.14",0
817474,"2019.10.11",0
817474,"2019.10.09",0
817474,"2019.10.07",0
817474,"2019.10.04",0
817474,"2019.10.02",0
817474,"2019.09.30",0
817474,"2019.09.27",0
817474,"2019.09.25",0
817474,"2019.09.23",0
817474,"2019.09.16",0
843737,"2019.11.22",NA
843737,"2019.11.20",NA
843737,"2019.11.18",NA
843737,"2019.11.15",NA
843737,"2019.11.13",NA
843737,"2019.11.11",NA
843737,"2019.11.08",NA
843737,"2019.11.06",NA
843737,"2019.11.04",NA
843737,"2019.11.01",NA
843737,"2019.10.30",NA
843737,"2019.10.18",NA
843737,"2019.10.16",NA
843737,"2019.10.14",NA
843737,"2019.10.11",NA
843737,"2019.10.09",NA
843737,"2019.10.07",NA
843737,"2019.10.04",NA
843737,"2019.10.02",NA
843737,"2019.09.30",NA
843737,"2019.09.27",NA
843737,"2019.09.25",NA
843737,"2019.09.23",NA
843737,"2019.09.16",NA
343019,"2019.11.22",0
343019,"2019.11.20",1
343019,"2019.11.18",1
343019,"2019.11.15",0
343019,"2019.11.13",0
343019,"2019.11.11",0
343019,"2019.11.08",1
343019,"2019.11.06",0
343019,"2019.11.04",1
343019,"2019.11.01",0
343019,"2019.10.30",1
343019,"2019.10.18",1
343019,"2019.10.16",1
343019,"2019.10.14",0
343019,"2019.10.11",1
343019,"2019.10.09",1
343019,"2019.10.07",1
343019,"2019.10.04",1
343019,"2019.10.02",1
343019,"2019.09.30",1
343019,"2019.09.27",1
343019,"2019.09.25",1
343019,"2019.09.23",1
343019,"2019.09.16",1
875435,"2019.11.22",0
875435,"2019.11.20",0
875435,"2019.11.18",0
875435,"2019.11.15",0
875435,"2019.11.13",0
875435,"2019.11.11",0
875435,"2019.11.08",0
875435,"2019.11.06",0
875435,"2019.11.04",0
875435,"2019.11.01",0
875435,"2019.10.30",0
875435,"2019.10.18",0
875435,"2019.10.16",0
875435,"2019.10.14",0
875435,"2019.10.11",0
875435,"2019.10.09",0
875435,"2019.10.07",0
875435,"2019.10.04",0
875435,"2019.10.02",0
875435,"2019.09.30",0
875435,"2019.09.27",0
875435,"2019.09.25",0
875435,"2019.09.23",0
875435,"2019.09.16",0
605627,"2019.11.22",1
605627,"2019.11.20",1
605627,"2019.11.18",1
605627,"2019.11.15",1
605627,"2019.11.13",1
605627,"2019.11.11",1
605627,"2019.11.08",1
605627,"2019.11.06",0
605627,"2019.11.04",1
605627,"2019.11.01",1
605627,"2019.10.30",1
605627,"2019.10.18",1
605627,"2019.10.16",1
605627,"2019.10.14",1
605627,"2019.10.11",1
605627,"2019.10.09",1
605627,"2019.10.07",1
605627,"2019.10.04",1
605627,"2019.10.02",1
605627,"2019.09.30",1
605627,"2019.09.27",1
605627,"2019.09.25",1
605627,"2019.09.23",1
605627,"2019.09.16",1
396727,"2019.11.22",1
396727,"2019.11.20",1
396727,"2019.11.18",1
396727,"2019.11.15",1
396727,"2019.11.13",1
396727,"2019.11.11",0
396727,"2019.11.08",1
396727,"2019.11.06",1
396727,"2019.11.04",1
396727,"2019.11.01",1
396727,"2019.10.30",1
396727,"2019.10.18",1
396727,"2019.10.16",1
396727,"2019.10.14",1
396727,"2019.10.11",1
396727,"2019.10.09",1
396727,"2019.10.07",1
396727,"2019.10.04",1
396727,"2019.10.02",1
396727,"2019.09.30",1
396727,"2019.09.27",1
396727,"2019.09.25",1
396727,"2019.09.23",1
396727,"2019.09.16",1
255821,"2019.11.22",1
255821,"2019.11.20",0
255821,"2019.11.18",0
255821,"2019.11.15",0
255821,"2019.11.13",0
255821,"2019.11.11",0
255821,"2019.11.08",1
255821,"2019.11.06",1
255821,"2019.11.04",0
255821,"2019.11.01",0
255821,"2019.10.30",0
255821,"2019.10.18",0
255821,"2019.10.16",1
255821,"2019.10.14",0
255821,"2019.10.11",1
255821,"2019.10.09",1
255821,"2019.10.07",0
255821,"2019.10.04",0
255821,"2019.10.02",1
255821,"2019.09.30",1
255821,"2019.09.27",1
255821,"2019.09.25",1
255821,"2019.09.23",1
255821,"2019.09.16",1
447013,"2019.11.22",0
447013,"2019.11.20",0
447013,"2019.11.18",0
447013,"2019.11.15",0
447013,"2019.11.13",0
447013,"2019.11.11",0
447013,"2019.11.08",0
447013,"2019.11.06",1
447013,"2019.11.04",0
447013,"2019.11.01",0
447013,"2019.10.30",0
447013,"2019.10.18",1
447013,"2019.10.16",1
447013,"2019.10.14",0
447013,"2019.10.11",1
447013,"2019.10.09",0
447013,"2019.10.07",0
447013,"2019.10.04",0
447013,"2019.10.02",0
447013,"2019.09.30",1
447013,"2019.09.27",1
447013,"2019.09.25",1
447013,"2019.09.23",0
447013,"2019.09.16",0
589558,"2019.11.22",1
589558,"2019.11.20",1
589558,"2019.11.18",1
589558,"2019.11.15",0
589558,"2019.11.13",1
589558,"2019.11.11",0
589558,"2019.11.08",0
589558,"2019.11.06",1
589558,"2019.11.04",1
589558,"2019.11.01",1
589558,"2019.10.30",1
589558,"2019.10.18",1
589558,"2019.10.16",1
589558,"2019.10.14",1
589558,"2019.10.11",1
589558,"2019.10.09",1
589558,"2019.10.07",1
589558,"2019.10.04",1
589558,"2019.10.02",1
589558,"2019.09.30",1
589558,"2019.09.27",1
589558,"2019.09.25",1
589558,"2019.09.23",0
589558,"2019.09.16",0
781144,"2019.11.22",0
781144,"2019.11.20",0
781144,"2019.11.18",0
781144,"2019.11.15",0
781144,"2019.11.13",0
781144,"2019.11.11",0
781144,"2019.11.08",0
781144,"2019.11.06",0
781144,"2019.11.04",0
781144,"2019.11.01",0
781144,"2019.10.30",0
781144,"2019.10.18",0
781144,"2019.10.16",0
781144,"2019.10.14",0
781144,"2019.10.11",0
781144,"2019.10.09",0
781144,"2019.10.07",0
781144,"2019.10.04",0
781144,"2019.10.02",0
781144,"2019.09.30",1
781144,"2019.09.27",0
781144,"2019.09.25",1
781144,"2019.09.23",1
781144,"2019.09.16",1
523179,"2019.11.22",0
523179,"2019.11.20",0
523179,"2019.11.18",1
523179,"2019.11.15",0
523179,"2019.11.13",0
523179,"2019.11.11",1
523179,"2019.11.08",1
523179,"2019.11.06",1
523179,"2019.11.04",1
523179,"2019.11.01",0
523179,"2019.10.30",0
523179,"2019.10.18",1
523179,"2019.10.16",0
523179,"2019.10.14",1
523179,"2019.10.11",1
523179,"2019.10.09",1
523179,"2019.10.07",1
523179,"2019.10.04",1
523179,"2019.10.02",0
523179,"2019.09.30",1
523179,"2019.09.27",1
523179,"2019.09.25",1
523179,"2019.09.23",1
523179,"2019.09.16",1
11579,"2019.11.22",0
11579,"2019.11.20",0
11579,"2019.11.18",1
11579,"2019.11.15",0
11579,"2019.11.13",0
11579,"2019.11.11",0
11579,"2019.11.08",0
11579,"2019.11.06",0
11579,"2019.11.04",1
11579,"2019.11.01",1
11579,"2019.10.30",0
11579,"2019.10.18",1
11579,"2019.10.16",1
11579,"2019.10.14",1
11579,"2019.10.11",1
11579,"2019.10.09",1
11579,"2019.10.07",1
11579,"2019.10.04",1
11579,"2019.10.02",1
11579,"2019.09.30",1
11579,"2019.09.27",0
11579,"2019.09.25",1
11579,"2019.09.23",0
11579,"2019.09.16",1
283661,"2019.11.22",0
283661,"2019.11.20",0
283661,"2019.11.18",0
283661,"2019.11.15",0
283661,"2019.11.13",0
283661,"2019.11.11",0
283661,"2019.11.08",0
283661,"2019.11.06",1
283661,"2019.11.04",1
283661,"2019.11.01",1
283661,"2019.10.30",1
283661,"2019.10.18",1
283661,"2019.10.16",0
283661,"2019.10.14",1
283661,"2019.10.11",0
283661,"2019.10.09",1
283661,"2019.10.07",1
283661,"2019.10.04",1
283661,"2019.10.02",0
283661,"2019.09.30",0
283661,"2019.09.27",0
283661,"2019.09.25",1
283661,"2019.09.23",1
283661,"2019.09.16",1
416554,"2019.11.22",0
416554,"2019.11.20",0
416554,"2019.11.18",0
416554,"2019.11.15",0
416554,"2019.11.13",1
416554,"2019.11.11",0
416554,"2019.11.08",1
416554,"2019.11.06",1
416554,"2019.11.04",1
416554,"2019.11.01",0
416554,"2019.10.30",0
416554,"2019.10.18",1
416554,"2019.10.16",1
416554,"2019.10.14",1
416554,"2019.10.11",1
416554,"2019.10.09",1
416554,"2019.10.07",1
416554,"2019.10.04",1
416554,"2019.10.02",1
416554,"2019.09.30",1
416554,"2019.09.27",1
416554,"2019.09.25",1
416554,"2019.09.23",1
416554,"2019.09.16",1
289316,"2019.11.22",NA
289316,"2019.11.20",NA
289316,"2019.11.18",NA
289316,"2019.11.15",NA
289316,"2019.11.13",NA
289316,"2019.11.11",NA
289316,"2019.11.08",NA
289316,"2019.11.06",NA
289316,"2019.11.04",NA
289316,"2019.11.01",NA
289316,"2019.10.30",NA
289316,"2019.10.18",NA
289316,"2019.10.16",NA
289316,"2019.10.14",NA
289316,"2019.10.11",NA
289316,"2019.10.09",NA
289316,"2019.10.07",NA
289316,"2019.10.04",NA
289316,"2019.10.02",NA
289316,"2019.09.30",NA
289316,"2019.09.27",NA
289316,"2019.09.25",NA
289316,"2019.09.23",NA
289316,"2019.09.16",NA
530945,"2019.11.22",0
530945,"2019.11.20",1
530945,"2019.11.18",1
530945,"2019.11.15",0
530945,"2019.11.13",0
530945,"2019.11.11",0
530945,"2019.11.08",0
530945,"2019.11.06",1
530945,"2019.11.04",1
530945,"2019.11.01",1
530945,"2019.10.30",1
530945,"2019.10.18",1
530945,"2019.10.16",0
530945,"2019.10.14",1
530945,"2019.10.11",1
530945,"2019.10.09",0
530945,"2019.10.07",1
530945,"2019.10.04",1
530945,"2019.10.02",0
530945,"2019.09.30",1
530945,"2019.09.27",1
530945,"2019.09.25",1
530945,"2019.09.23",0
530945,"2019.09.16",0
395507,"2019.11.22",0
395507,"2019.11.20",0
395507,"2019.11.18",0
395507,"2019.11.15",0
395507,"2019.11.13",0
395507,"2019.11.11",0
395507,"2019.11.08",0
395507,"2019.11.06",1
395507,"2019.11.04",1
395507,"2019.11.01",0
395507,"2019.10.30",1
395507,"2019.10.18",1
395507,"2019.10.16",0
395507,"2019.10.14",0
395507,"2019.10.11",0
395507,"2019.10.09",0
395507,"2019.10.07",0
395507,"2019.10.04",0
395507,"2019.10.02",0
395507,"2019.09.30",1
395507,"2019.09.27",0
395507,"2019.09.25",0
395507,"2019.09.23",0
395507,"2019.09.16",0
644537,"2019.11.22",0
644537,"2019.11.20",0
644537,"2019.11.18",0
644537,"2019.11.15",0
644537,"2019.11.13",0
644537,"2019.11.11",0
644537,"2019.11.08",0
644537,"2019.11.06",0
644537,"2019.11.04",0
644537,"2019.11.01",0
644537,"2019.10.30",0
644537,"2019.10.18",0
644537,"2019.10.16",0
644537,"2019.10.14",0
644537,"2019.10.11",0
644537,"2019.10.09",0
644537,"2019.10.07",0
644537,"2019.10.04",0
644537,"2019.10.02",0
644537,"2019.09.30",0
644537,"2019.09.27",0
644537,"2019.09.25",0
644537,"2019.09.23",1
644537,"2019.09.16",0
923671,"2019.11.22",NA
923671,"2019.11.20",NA
923671,"2019.11.18",NA
923671,"2019.11.15",NA
923671,"2019.11.13",NA
923671,"2019.11.11",NA
923671,"2019.11.08",NA
923671,"2019.11.06",NA
923671,"2019.11.04",NA
923671,"2019.11.01",NA
923671,"2019.10.30",NA
923671,"2019.10.18",NA
923671,"2019.10.16",NA
923671,"2019.10.14",NA
923671,"2019.10.11",NA
923671,"2019.10.09",NA
923671,"2019.10.07",NA
923671,"2019.10.04",NA
923671,"2019.10.02",NA
923671,"2019.09.30",NA
923671,"2019.09.27",NA
923671,"2019.09.25",NA
923671,"2019.09.23",NA
923671,"2019.09.16",NA
793877,"2019.11.22",0
793877,"2019.11.20",0
793877,"2019.11.18",0
793877,"2019.11.15",0
793877,"2019.11.13",0
793877,"2019.11.11",0
793877,"2019.11.08",0
793877,"2019.11.06",0
793877,"2019.11.04",0
793877,"2019.11.01",0
793877,"2019.10.30",0
793877,"2019.10.18",0
793877,"2019.10.16",0
793877,"2019.10.14",1
793877,"2019.10.11",0
793877,"2019.10.09",0
793877,"2019.10.07",0
793877,"2019.10.04",0
793877,"2019.10.02",1
793877,"2019.09.30",0
793877,"2019.09.27",0
793877,"2019.09.25",1
793877,"2019.09.23",1
793877,"2019.09.16",0
338355,"2019.11.22",0
338355,"2019.11.20",1
338355,"2019.11.18",0
338355,"2019.11.15",1
338355,"2019.11.13",0
338355,"2019.11.11",1
338355,"2019.11.08",1
338355,"2019.11.06",1
338355,"2019.11.04",1
338355,"2019.11.01",0
338355,"2019.10.30",1
338355,"2019.10.18",0
338355,"2019.10.16",1
338355,"2019.10.14",1
338355,"2019.10.11",1
338355,"2019.10.09",1
338355,"2019.10.07",1
338355,"2019.10.04",1
338355,"2019.10.02",1
338355,"2019.09.30",1
338355,"2019.09.27",1
338355,"2019.09.25",1
338355,"2019.09.23",1
338355,"2019.09.16",1
826521,"2019.11.22",1
826521,"2019.11.20",1
826521,"2019.11.18",1
826521,"2019.11.15",0
826521,"2019.11.13",1
826521,"2019.11.11",1
826521,"2019.11.08",1
826521,"2019.11.06",0
826521,"2019.11.04",1
826521,"2019.11.01",1
826521,"2019.10.30",1
826521,"2019.10.18",1
826521,"2019.10.16",1
826521,"2019.10.14",1
826521,"2019.10.11",1
826521,"2019.10.09",1
826521,"2019.10.07",1
826521,"2019.10.04",1
826521,"2019.10.02",1
826521,"2019.09.30",1
826521,"2019.09.27",1
826521,"2019.09.25",1
826521,"2019.09.23",1
826521,"2019.09.16",1
709180,"2019.11.22",1
709180,"2019.11.20",0
709180,"2019.11.18",0
709180,"2019.11.15",0
709180,"2019.11.13",0
709180,"2019.11.11",1
709180,"2019.11.08",0
709180,"2019.11.06",0
709180,"2019.11.04",1
709180,"2019.11.01",0
709180,"2019.10.30",0
709180,"2019.10.18",0
709180,"2019.10.16",0
709180,"2019.10.14",1
709180,"2019.10.11",1
709180,"2019.10.09",0
709180,"2019.10.07",0
709180,"2019.10.04",1
709180,"2019.10.02",0
709180,"2019.09.30",0
709180,"2019.09.27",1
709180,"2019.09.25",0
709180,"2019.09.23",1
709180,"2019.09.16",1
294870,"2019.11.22",1
294870,"2019.11.20",1
294870,"2019.11.18",1
294870,"2019.11.15",0
294870,"2019.11.13",1
294870,"2019.11.11",1
294870,"2019.11.08",1
294870,"2019.11.06",1
294870,"2019.11.04",1
294870,"2019.11.01",0
294870,"2019.10.30",1
294870,"2019.10.18",1
294870,"2019.10.16",1
294870,"2019.10.14",1
294870,"2019.10.11",1
294870,"2019.10.09",1
294870,"2019.10.07",1
294870,"2019.10.04",1
294870,"2019.10.02",0
294870,"2019.09.30",0
294870,"2019.09.27",0
294870,"2019.09.25",0
294870,"2019.09.23",0
294870,"2019.09.16",0
43306,"2019.11.22",1
43306,"2019.11.20",1
43306,"2019.11.18",1
43306,"2019.11.15",1
43306,"2019.11.13",1
43306,"2019.11.11",1
43306,"2019.11.08",1
43306,"2019.11.06",1
43306,"2019.11.04",1
43306,"2019.11.01",1
43306,"2019.10.30",1
43306,"2019.10.18",1
43306,"2019.10.16",1
43306,"2019.10.14",1
43306,"2019.10.11",1
43306,"2019.10.09",1
43306,"2019.10.07",0
43306,"2019.10.04",0
43306,"2019.10.02",1
43306,"2019.09.30",1
43306,"2019.09.27",0
43306,"2019.09.25",0
43306,"2019.09.23",1
43306,"2019.09.16",1
184033,"2019.11.22",0
184033,"2019.11.20",1
184033,"2019.11.18",1
184033,"2019.11.15",0
184033,"2019.11.13",1
184033,"2019.11.11",0
184033,"2019.11.08",0
184033,"2019.11.06",1
184033,"2019.11.04",1
184033,"2019.11.01",1
184033,"2019.10.30",0
184033,"2019.10.18",1
184033,"2019.10.16",1
184033,"2019.10.14",1
184033,"2019.10.11",1
184033,"2019.10.09",1
184033,"2019.10.07",0
184033,"2019.10.04",1
184033,"2019.10.02",1
184033,"2019.09.30",1
184033,"2019.09.27",1
184033,"2019.09.25",1
184033,"2019.09.23",1
184033,"2019.09.16",1
752641,"2019.11.22",1
752641,"2019.11.20",1
752641,"2019.11.18",1
752641,"2019.11.15",1
752641,"2019.11.13",1
752641,"2019.11.11",1
752641,"2019.11.08",1
752641,"2019.11.06",1
752641,"2019.11.04",1
752641,"2019.11.01",1
752641,"2019.10.30",0
752641,"2019.10.18",1
752641,"2019.10.16",1
752641,"2019.10.14",1
752641,"2019.10.11",1
752641,"2019.10.09",1
752641,"2019.10.07",1
752641,"2019.10.04",0
752641,"2019.10.02",1
752641,"2019.09.30",1
752641,"2019.09.27",1
752641,"2019.09.25",1
752641,"2019.09.23",1
752641,"2019.09.16",1
906318,"2019.11.22",NA
906318,"2019.11.20",NA
906318,"2019.11.18",NA
906318,"2019.11.15",NA
906318,"2019.11.13",NA
906318,"2019.11.11",NA
906318,"2019.11.08",NA
906318,"2019.11.06",NA
906318,"2019.11.04",NA
906318,"2019.11.01",NA
906318,"2019.10.30",NA
906318,"2019.10.18",NA
906318,"2019.10.16",NA
906318,"2019.10.14",NA
906318,"2019.10.11",NA
906318,"2019.10.09",NA
906318,"2019.10.07",NA
906318,"2019.10.04",NA
906318,"2019.10.02",NA
906318,"2019.09.30",NA
906318,"2019.09.27",NA
906318,"2019.09.25",NA
906318,"2019.09.23",NA
906318,"2019.09.16",NA
815849,"2019.11.22",0
815849,"2019.11.20",1
815849,"2019.11.18",0
815849,"2019.11.15",0
815849,"2019.11.13",0
815849,"2019.11.11",0
815849,"2019.11.08",0
815849,"2019.11.06",1
815849,"2019.11.04",0
815849,"2019.11.01",0
815849,"2019.10.30",1
815849,"2019.10.18",1
815849,"2019.10.16",1
815849,"2019.10.14",1
815849,"2019.10.11",1
815849,"2019.10.09",1
815849,"2019.10.07",1
815849,"2019.10.04",1
815849,"2019.10.02",0
815849,"2019.09.30",1
815849,"2019.09.27",1
815849,"2019.09.25",1
815849,"2019.09.23",1
815849,"2019.09.16",1
817258,"2019.11.22",0
817258,"2019.11.20",1
817258,"2019.11.18",1
817258,"2019.11.15",0
817258,"2019.11.13",0
817258,"2019.11.11",1
817258,"2019.11.08",0
817258,"2019.11.06",1
817258,"2019.11.04",1
817258,"2019.11.01",0
817258,"2019.10.30",1
817258,"2019.10.18",1
817258,"2019.10.16",0
817258,"2019.10.14",1
817258,"2019.10.11",1
817258,"2019.10.09",1
817258,"2019.10.07",1
817258,"2019.10.04",0
817258,"2019.10.02",1
817258,"2019.09.30",1
817258,"2019.09.27",1
817258,"2019.09.25",1
817258,"2019.09.23",1
817258,"2019.09.16",1
221838,"2019.11.22",0
221838,"2019.11.20",1
221838,"2019.11.18",0
221838,"2019.11.15",0
221838,"2019.11.13",1
221838,"2019.11.11",1
221838,"2019.11.08",1
221838,"2019.11.06",1
221838,"2019.11.04",1
221838,"2019.11.01",0
221838,"2019.10.30",1
221838,"2019.10.18",1
221838,"2019.10.16",1
221838,"2019.10.14",1
221838,"2019.10.11",1
221838,"2019.10.09",1
221838,"2019.10.07",0
221838,"2019.10.04",1
221838,"2019.10.02",1
221838,"2019.09.30",1
221838,"2019.09.27",1
221838,"2019.09.25",1
221838,"2019.09.23",1
221838,"2019.09.16",1
990497,"2019.11.22",0
990497,"2019.11.20",0
990497,"2019.11.18",0
990497,"2019.11.15",0
990497,"2019.11.13",0
990497,"2019.11.11",0
990497,"2019.11.08",0
990497,"2019.11.06",0
990497,"2019.11.04",1
990497,"2019.11.01",1
990497,"2019.10.30",1
990497,"2019.10.18",1
990497,"2019.10.16",1
990497,"2019.10.14",1
990497,"2019.10.11",1
990497,"2019.10.09",1
990497,"2019.10.07",1
990497,"2019.10.04",1
990497,"2019.10.02",1
990497,"2019.09.30",1
990497,"2019.09.27",1
990497,"2019.09.25",1
990497,"2019.09.23",1
990497,"2019.09.16",1
792924,"2019.11.22",NA
792924,"2019.11.20",NA
792924,"2019.11.18",NA
792924,"2019.11.15",NA
792924,"2019.11.13",NA
792924,"2019.11.11",NA
