"ParticipantStudyID","Date","Attendance"
792924,"2019.11.08",NA
792924,"2019.11.06",NA
792924,"2019.11.04",NA
792924,"2019.11.01",NA
792924,"2019.10.30",NA
792924,"2019.10.18",NA
792924,"2019.10.16",NA
792924,"2019.10.14",NA
792924,"2019.10.11",NA
792924,"2019.10.09",NA
792924,"2019.10.07",NA
792924,"2019.10.04",NA
792924,"2019.10.02",NA
792924,"2019.09.30",NA
792924,"2019.09.27",NA
792924,"2019.09.25",NA
792924,"2019.09.23",NA
792924,"2019.09.16",NA
96141,"2019.11.22",0
96141,"2019.11.20",0
96141,"2019.11.18",0
96141,"2019.11.15",0
96141,"2019.11.13",0
96141,"2019.11.11",1
96141,"2019.11.08",0
96141,"2019.11.06",1
96141,"2019.11.04",1
96141,"2019.11.01",0
96141,"2019.10.30",1
96141,"2019.10.18",1
96141,"2019.10.16",1
96141,"2019.10.14",1
96141,"2019.10.11",1
96141,"2019.10.09",1
96141,"2019.10.07",1
96141,"2019.10.04",1
96141,"2019.10.02",1
96141,"2019.09.30",1
96141,"2019.09.27",1
96141,"2019.09.25",1
96141,"2019.09.23",0
96141,"2019.09.16",1
134041,"2019.11.22",1
134041,"2019.11.20",1
134041,"2019.11.18",0
134041,"2019.11.15",0
134041,"2019.11.13",0
134041,"2019.11.11",1
134041,"2019.11.08",1
134041,"2019.11.06",1
134041,"2019.11.04",1
134041,"2019.11.01",0
134041,"2019.10.30",1
134041,"2019.10.18",1
134041,"2019.10.16",1
134041,"2019.10.14",1
134041,"2019.10.11",1
134041,"2019.10.09",1
134041,"2019.10.07",1
134041,"2019.10.04",1
134041,"2019.10.02",1
134041,"2019.09.30",1
134041,"2019.09.27",1
134041,"2019.09.25",0
134041,"2019.09.23",0
134041,"2019.09.16",0
844677,"2019.11.22",0
844677,"2019.11.20",0
844677,"2019.11.18",0
844677,"2019.11.15",0
844677,"2019.11.13",0
844677,"2019.11.11",0
844677,"2019.11.08",1
844677,"2019.11.06",1
844677,"2019.11.04",0
844677,"2019.11.01",0
844677,"2019.10.30",0
844677,"2019.10.18",0
844677,"2019.10.16",0
844677,"2019.10.14",1
844677,"2019.10.11",1
844677,"2019.10.09",1
844677,"2019.10.07",1
844677,"2019.10.04",0
844677,"2019.10.02",0
844677,"2019.09.30",0
844677,"2019.09.27",0
844677,"2019.09.25",0
844677,"2019.09.23",0
844677,"2019.09.16",1
899348,"2019.11.22",0
899348,"2019.11.20",0
899348,"2019.11.18",1
899348,"2019.11.15",0
899348,"2019.11.13",0
899348,"2019.11.11",0
899348,"2019.11.08",1
899348,"2019.11.06",1
899348,"2019.11.04",0
899348,"2019.11.01",0
899348,"2019.10.30",0
899348,"2019.10.18",1
899348,"2019.10.16",1
899348,"2019.10.14",0
899348,"2019.10.11",1
899348,"2019.10.09",0
899348,"2019.10.07",0
899348,"2019.10.04",0
899348,"2019.10.02",1
899348,"2019.09.30",0
899348,"2019.09.27",1
899348,"2019.09.25",1
899348,"2019.09.23",0
899348,"2019.09.16",1
857116,"2019.11.22",0
857116,"2019.11.20",0
857116,"2019.11.18",0
857116,"2019.11.15",0
857116,"2019.11.13",0
857116,"2019.11.11",0
857116,"2019.11.08",0
857116,"2019.11.06",0
857116,"2019.11.04",0
857116,"2019.11.01",0
857116,"2019.10.30",0
857116,"2019.10.18",0
857116,"2019.10.16",0
857116,"2019.10.14",0
857116,"2019.10.11",0
857116,"2019.10.09",0
857116,"2019.10.07",0
857116,"2019.10.04",0
857116,"2019.10.02",0
857116,"2019.09.30",0
857116,"2019.09.27",0
857116,"2019.09.25",0
857116,"2019.09.23",0
857116,"2019.09.16",0
206042,"2019.11.22",0
206042,"2019.11.20",0
206042,"2019.11.18",0
206042,"2019.11.15",0
206042,"2019.11.13",1
206042,"2019.11.11",0
206042,"2019.11.08",0
206042,"2019.11.06",0
206042,"2019.11.04",0
206042,"2019.11.01",0
206042,"2019.10.30",1
206042,"2019.10.18",0
206042,"2019.10.16",0
206042,"2019.10.14",0
206042,"2019.10.11",0
206042,"2019.10.09",0
206042,"2019.10.07",0
206042,"2019.10.04",0
206042,"2019.10.02",0
206042,"2019.09.30",0
206042,"2019.09.27",1
206042,"2019.09.25",0
206042,"2019.09.23",0
206042,"2019.09.16",0
884802,"2019.11.22",0
884802,"2019.11.20",0
884802,"2019.11.18",0
884802,"2019.11.15",0
884802,"2019.11.13",0
884802,"2019.11.11",1
884802,"2019.11.08",1
884802,"2019.11.06",0
884802,"2019.11.04",0
884802,"2019.11.01",0
884802,"2019.10.30",1
884802,"2019.10.18",1
884802,"2019.10.16",0
884802,"2019.10.14",0
884802,"2019.10.11",1
884802,"2019.10.09",0
884802,"2019.10.07",0
884802,"2019.10.04",0
884802,"2019.10.02",0
884802,"2019.09.30",0
884802,"2019.09.27",1
884802,"2019.09.25",0
884802,"2019.09.23",0
884802,"2019.09.16",1
521625,"2019.11.22",1
521625,"2019.11.20",1
521625,"2019.11.18",1
521625,"2019.11.15",1
521625,"2019.11.13",1
521625,"2019.11.11",1
521625,"2019.11.08",1
521625,"2019.11.06",1
521625,"2019.11.04",1
521625,"2019.11.01",1
521625,"2019.10.30",0
521625,"2019.10.18",1
521625,"2019.10.16",1
521625,"2019.10.14",1
521625,"2019.10.11",1
521625,"2019.10.09",1
521625,"2019.10.07",1
521625,"2019.10.04",1
521625,"2019.10.02",1
521625,"2019.09.30",1
521625,"2019.09.27",1
521625,"2019.09.25",1
521625,"2019.09.23",1
521625,"2019.09.16",1
407686,"2019.11.22",0
407686,"2019.11.20",1
407686,"2019.11.18",1
407686,"2019.11.15",0
407686,"2019.11.13",0
407686,"2019.11.11",1
407686,"2019.11.08",1
407686,"2019.11.06",0
407686,"2019.11.04",1
407686,"2019.11.01",0
407686,"2019.10.30",1
407686,"2019.10.18",1
407686,"2019.10.16",1
407686,"2019.10.14",1
407686,"2019.10.11",1
407686,"2019.10.09",1
407686,"2019.10.07",1
407686,"2019.10.04",1
407686,"2019.10.02",1
407686,"2019.09.30",1
407686,"2019.09.27",1
407686,"2019.09.25",1
407686,"2019.09.23",0
407686,"2019.09.16",0
803908,"2019.11.22",1
803908,"2019.11.20",0
803908,"2019.11.18",1
803908,"2019.11.15",0
803908,"2019.11.13",1
803908,"2019.11.11",1
803908,"2019.11.08",1
803908,"2019.11.06",0
803908,"2019.11.04",1
803908,"2019.11.01",0
803908,"2019.10.30",1
803908,"2019.10.18",1
803908,"2019.10.16",0
803908,"2019.10.14",1
803908,"2019.10.11",1
803908,"2019.10.09",1
803908,"2019.10.07",1
803908,"2019.10.04",1
803908,"2019.10.02",1
803908,"2019.09.30",1
803908,"2019.09.27",1
803908,"2019.09.25",0
803908,"2019.09.23",1
803908,"2019.09.16",1
975697,"2019.11.22",0
975697,"2019.11.20",1
975697,"2019.11.18",0
975697,"2019.11.15",0
975697,"2019.11.13",0
975697,"2019.11.11",0
975697,"2019.11.08",0
975697,"2019.11.06",0
975697,"2019.11.04",1
975697,"2019.11.01",0
975697,"2019.10.30",1
975697,"2019.10.18",1
975697,"2019.10.16",1
975697,"2019.10.14",0
975697,"2019.10.11",1
975697,"2019.10.09",0
975697,"2019.10.07",1
975697,"2019.10.04",1
975697,"2019.10.02",1
975697,"2019.09.30",1
975697,"2019.09.27",1
975697,"2019.09.25",1
975697,"2019.09.23",0
975697,"2019.09.16",1
548066,"2019.11.22",0
548066,"2019.11.20",1
548066,"2019.11.18",1
548066,"2019.11.15",0
548066,"2019.11.13",1
548066,"2019.11.11",1
548066,"2019.11.08",1
548066,"2019.11.06",1
548066,"2019.11.04",0
548066,"2019.11.01",1
548066,"2019.10.30",1
548066,"2019.10.18",1
548066,"2019.10.16",1
548066,"2019.10.14",1
548066,"2019.10.11",1
548066,"2019.10.09",1
548066,"2019.10.07",1
548066,"2019.10.04",1
548066,"2019.10.02",1
548066,"2019.09.30",1
548066,"2019.09.27",1
548066,"2019.09.25",1
548066,"2019.09.23",1
548066,"2019.09.16",1
267585,"2019.11.22",0
267585,"2019.11.20",0
267585,"2019.11.18",0
267585,"2019.11.15",0
267585,"2019.11.13",0
267585,"2019.11.11",0
267585,"2019.11.08",0
267585,"2019.11.06",0
267585,"2019.11.04",1
267585,"2019.11.01",0
267585,"2019.10.30",1
267585,"2019.10.18",0
267585,"2019.10.16",0
267585,"2019.10.14",1
267585,"2019.10.11",1
267585,"2019.10.09",0
267585,"2019.10.07",1
267585,"2019.10.04",1
267585,"2019.10.02",1
267585,"2019.09.30",1
267585,"2019.09.27",1
267585,"2019.09.25",1
267585,"2019.09.23",1
267585,"2019.09.16",0
4579,"2019.11.22",0
4579,"2019.11.20",0
4579,"2019.11.18",1
4579,"2019.11.15",0
4579,"2019.11.13",0
4579,"2019.11.11",1
4579,"2019.11.08",1
4579,"2019.11.06",1
4579,"2019.11.04",1
4579,"2019.11.01",0
4579,"2019.10.30",0
4579,"2019.10.18",1
4579,"2019.10.16",0
4579,"2019.10.14",1
4579,"2019.10.11",1
4579,"2019.10.09",1
4579,"2019.10.07",1
4579,"2019.10.04",1
4579,"2019.10.02",1
4579,"2019.09.30",1
4579,"2019.09.27",1
4579,"2019.09.25",1
4579,"2019.09.23",1
4579,"2019.09.16",1
452221,"2019.11.22",1
452221,"2019.11.20",1
452221,"2019.11.18",1
452221,"2019.11.15",1
452221,"2019.11.13",1
452221,"2019.11.11",1
452221,"2019.11.08",1
452221,"2019.11.06",1
452221,"2019.11.04",1
452221,"2019.11.01",1
452221,"2019.10.30",1
452221,"2019.10.18",1
452221,"2019.10.16",1
452221,"2019.10.14",1
452221,"2019.10.11",1
452221,"2019.10.09",1
452221,"2019.10.07",1
452221,"2019.10.04",1
452221,"2019.10.02",1
452221,"2019.09.30",1
452221,"2019.09.27",1
452221,"2019.09.25",0
452221,"2019.09.23",0
452221,"2019.09.16",0
718376,"2019.11.22",1
718376,"2019.11.20",0
718376,"2019.11.18",1
718376,"2019.11.15",1
718376,"2019.11.13",1
718376,"2019.11.11",1
718376,"2019.11.08",1
718376,"2019.11.06",1
718376,"2019.11.04",1
718376,"2019.11.01",1
718376,"2019.10.30",1
718376,"2019.10.18",1
718376,"2019.10.16",1
718376,"2019.10.14",1
718376,"2019.10.11",1
718376,"2019.10.09",1
718376,"2019.10.07",1
718376,"2019.10.04",1
718376,"2019.10.02",1
718376,"2019.09.30",1
718376,"2019.09.27",1
718376,"2019.09.25",1
718376,"2019.09.23",1
718376,"2019.09.16",1
871286,"2019.11.22",0
871286,"2019.11.20",0
871286,"2019.11.18",0
871286,"2019.11.15",1
871286,"2019.11.13",0
871286,"2019.11.11",0
871286,"2019.11.08",1
871286,"2019.11.06",1
871286,"2019.11.04",0
871286,"2019.11.01",1
871286,"2019.10.30",0
871286,"2019.10.18",1
871286,"2019.10.16",1
871286,"2019.10.14",0
871286,"2019.10.11",1
871286,"2019.10.09",1
871286,"2019.10.07",0
871286,"2019.10.04",0
871286,"2019.10.02",0
871286,"2019.09.30",0
871286,"2019.09.27",0
871286,"2019.09.25",0
871286,"2019.09.23",0
871286,"2019.09.16",0
572478,"2019.11.22",1
572478,"2019.11.20",1
572478,"2019.11.18",1
572478,"2019.11.15",1
572478,"2019.11.13",0
572478,"2019.11.11",1
572478,"2019.11.08",1
572478,"2019.11.06",1
572478,"2019.11.04",1
572478,"2019.11.01",1
572478,"2019.10.30",1
572478,"2019.10.18",1
572478,"2019.10.16",1
572478,"2019.10.14",1
572478,"2019.10.11",1
572478,"2019.10.09",1
572478,"2019.10.07",1
572478,"2019.10.04",1
572478,"2019.10.02",1
572478,"2019.09.30",1
572478,"2019.09.27",1
572478,"2019.09.25",1
572478,"2019.09.23",1
572478,"2019.09.16",1
460237,"2019.11.22",1
460237,"2019.11.20",1
460237,"2019.11.18",1
460237,"2019.11.15",0
460237,"2019.11.13",1
460237,"2019.11.11",1
460237,"2019.11.08",1
460237,"2019.11.06",1
460237,"2019.11.04",1
460237,"2019.11.01",1
460237,"2019.10.30",1
460237,"2019.10.18",1
460237,"2019.10.16",1
460237,"2019.10.14",1
460237,"2019.10.11",1
460237,"2019.10.09",1
460237,"2019.10.07",1
460237,"2019.10.04",1
460237,"2019.10.02",1
460237,"2019.09.30",1
460237,"2019.09.27",1
460237,"2019.09.25",1
460237,"2019.09.23",1
460237,"2019.09.16",1
779934,"2019.11.22",0
779934,"2019.11.20",0
779934,"2019.11.18",0
779934,"2019.11.15",0
779934,"2019.11.13",0
779934,"2019.11.11",0
779934,"2019.11.08",0
779934,"2019.11.06",1
779934,"2019.11.04",1
779934,"2019.11.01",0
779934,"2019.10.30",1
779934,"2019.10.18",1
779934,"2019.10.16",1
779934,"2019.10.14",1
779934,"2019.10.11",1
779934,"2019.10.09",1
779934,"2019.10.07",1
779934,"2019.10.04",1
779934,"2019.10.02",1
779934,"2019.09.30",1
779934,"2019.09.27",1
779934,"2019.09.25",1
779934,"2019.09.23",1
779934,"2019.09.16",1
742675,"2019.11.22",0
742675,"2019.11.20",0
742675,"2019.11.18",0
742675,"2019.11.15",0
742675,"2019.11.13",0
742675,"2019.11.11",1
742675,"2019.11.08",0
742675,"2019.11.06",0
742675,"2019.11.04",0
742675,"2019.11.01",0
742675,"2019.10.30",0
742675,"2019.10.18",0
742675,"2019.10.16",0
742675,"2019.10.14",0
742675,"2019.10.11",0
742675,"2019.10.09",1
742675,"2019.10.07",1
742675,"2019.10.04",0
742675,"2019.10.02",0
742675,"2019.09.30",1
742675,"2019.09.27",0
742675,"2019.09.25",1
742675,"2019.09.23",1
742675,"2019.09.16",0
693564,"2019.11.22",0
693564,"2019.11.20",1
693564,"2019.11.18",0
693564,"2019.11.15",0
693564,"2019.11.13",1
693564,"2019.11.11",1
693564,"2019.11.08",0
693564,"2019.11.06",0
693564,"2019.11.04",1
693564,"2019.11.01",0
693564,"2019.10.30",1
693564,"2019.10.18",1
693564,"2019.10.16",1
693564,"2019.10.14",1
693564,"2019.10.11",1
693564,"2019.10.09",1
693564,"2019.10.07",1
693564,"2019.10.04",1
693564,"2019.10.02",1
693564,"2019.09.30",1
693564,"2019.09.27",1
693564,"2019.09.25",0
693564,"2019.09.23",0
693564,"2019.09.16",0
581054,"2019.11.22",1
581054,"2019.11.20",1
581054,"2019.11.18",0
581054,"2019.11.15",0
581054,"2019.11.13",0
581054,"2019.11.11",1
581054,"2019.11.08",0
581054,"2019.11.06",0
581054,"2019.11.04",1
581054,"2019.11.01",1
581054,"2019.10.30",1
581054,"2019.10.18",1
581054,"2019.10.16",1
581054,"2019.10.14",1
581054,"2019.10.11",1
581054,"2019.10.09",1
581054,"2019.10.07",1
581054,"2019.10.04",1
581054,"2019.10.02",1
581054,"2019.09.30",1
581054,"2019.09.27",1
581054,"2019.09.25",0
581054,"2019.09.23",1
581054,"2019.09.16",1
437697,"2019.11.22",0
437697,"2019.11.20",0
437697,"2019.11.18",0
437697,"2019.11.15",0
437697,"2019.11.13",0
437697,"2019.11.11",0
437697,"2019.11.08",0
437697,"2019.11.06",0
437697,"2019.11.04",0
437697,"2019.11.01",0
437697,"2019.10.30",0
437697,"2019.10.18",0
437697,"2019.10.16",0
437697,"2019.10.14",0
437697,"2019.10.11",0
437697,"2019.10.09",0
437697,"2019.10.07",0
437697,"2019.10.04",0
437697,"2019.10.02",0
437697,"2019.09.30",0
437697,"2019.09.27",0
437697,"2019.09.25",0
437697,"2019.09.23",0
437697,"2019.09.16",1
554492,"2019.11.22",0
554492,"2019.11.20",0
554492,"2019.11.18",0
554492,"2019.11.15",0
554492,"2019.11.13",0
554492,"2019.11.11",0
554492,"2019.11.08",0
554492,"2019.11.06",0
554492,"2019.11.04",0
554492,"2019.11.01",0
554492,"2019.10.30",0
554492,"2019.10.18",0
554492,"2019.10.16",0
554492,"2019.10.14",0
554492,"2019.10.11",0
554492,"2019.10.09",0
554492,"2019.10.07",0
554492,"2019.10.04",1
554492,"2019.10.02",1
554492,"2019.09.30",1
554492,"2019.09.27",1
554492,"2019.09.25",1
554492,"2019.09.23",0
554492,"2019.09.16",1
164437,"2019.11.22",1
164437,"2019.11.20",1
164437,"2019.11.18",0
164437,"2019.11.15",0
164437,"2019.11.13",0
164437,"2019.11.11",1
164437,"2019.11.08",1
164437,"2019.11.06",1
164437,"2019.11.04",1
164437,"2019.11.01",0
164437,"2019.10.30",1
164437,"2019.10.18",1
164437,"2019.10.16",1
164437,"2019.10.14",1
164437,"2019.10.11",1
164437,"2019.10.09",1
164437,"2019.10.07",1
164437,"2019.10.04",1
164437,"2019.10.02",1
164437,"2019.09.30",1
164437,"2019.09.27",1
164437,"2019.09.25",1
164437,"2019.09.23",1
164437,"2019.09.16",0
812440,"2019.11.22",1
812440,"2019.11.20",1
812440,"2019.11.18",1
812440,"2019.11.15",0
812440,"2019.11.13",1
812440,"2019.11.11",1
812440,"2019.11.08",0
812440,"2019.11.06",1
812440,"2019.11.04",1
812440,"2019.11.01",1
812440,"2019.10.30",1
812440,"2019.10.18",1
812440,"2019.10.16",1
812440,"2019.10.14",1
812440,"2019.10.11",1
812440,"2019.10.09",0
812440,"2019.10.07",1
812440,"2019.10.04",1
812440,"2019.10.02",1
812440,"2019.09.30",1
812440,"2019.09.27",1
812440,"2019.09.25",1
812440,"2019.09.23",1
812440,"2019.09.16",0
605282,"2019.11.22",0
605282,"2019.11.20",0
605282,"2019.11.18",0
605282,"2019.11.15",0
605282,"2019.11.13",0
605282,"2019.11.11",0
605282,"2019.11.08",0
605282,"2019.11.06",0
605282,"2019.11.04",0
605282,"2019.11.01",0
605282,"2019.10.30",0
605282,"2019.10.18",0
605282,"2019.10.16",1
605282,"2019.10.14",0
605282,"2019.10.11",1
605282,"2019.10.09",0
605282,"2019.10.07",0
605282,"2019.10.04",1
605282,"2019.10.02",1
605282,"2019.09.30",0
605282,"2019.09.27",1
605282,"2019.09.25",1
605282,"2019.09.23",1
605282,"2019.09.16",1
31144,"2019.11.22",0
31144,"2019.11.20",0
31144,"2019.11.18",0
31144,"2019.11.15",0
31144,"2019.11.13",0
31144,"2019.11.11",0
31144,"2019.11.08",0
31144,"2019.11.06",0
31144,"2019.11.04",0
31144,"2019.11.01",0
31144,"2019.10.30",0
31144,"2019.10.18",0
31144,"2019.10.16",0
31144,"2019.10.14",0
31144,"2019.10.11",0
31144,"2019.10.09",0
31144,"2019.10.07",0
31144,"2019.10.04",0
31144,"2019.10.02",1
31144,"2019.09.30",0
31144,"2019.09.27",0
31144,"2019.09.25",1
31144,"2019.09.23",1
31144,"2019.09.16",1
429094,"2019.11.22",0
429094,"2019.11.20",0
429094,"2019.11.18",0
429094,"2019.11.15",1
429094,"2019.11.13",1
429094,"2019.11.11",1
429094,"2019.11.08",0
429094,"2019.11.06",1
429094,"2019.11.04",1
429094,"2019.11.01",1
429094,"2019.10.30",0
429094,"2019.10.18",1
429094,"2019.10.16",1
429094,"2019.10.14",1
429094,"2019.10.11",1
429094,"2019.10.09",1
429094,"2019.10.07",1
429094,"2019.10.04",1
429094,"2019.10.02",1
429094,"2019.09.30",1
429094,"2019.09.27",1
429094,"2019.09.25",0
429094,"2019.09.23",1
429094,"2019.09.16",1
303591,"2019.11.22",0
303591,"2019.11.20",1
303591,"2019.11.18",1
303591,"2019.11.15",0
303591,"2019.11.13",0
303591,"2019.11.11",1
303591,"2019.11.08",1
303591,"2019.11.06",1
303591,"2019.11.04",1
303591,"2019.11.01",1
303591,"2019.10.30",1
303591,"2019.10.18",1
303591,"2019.10.16",1
303591,"2019.10.14",1
303591,"2019.10.11",1
303591,"2019.10.09",1
303591,"2019.10.07",1
303591,"2019.10.04",1
303591,"2019.10.02",1
303591,"2019.09.30",1
303591,"2019.09.27",1
303591,"2019.09.25",1
303591,"2019.09.23",1
303591,"2019.09.16",0
793709,"2019.11.22",0
793709,"2019.11.20",0
793709,"2019.11.18",0
793709,"2019.11.15",0
793709,"2019.11.13",0
793709,"2019.11.11",1
793709,"2019.11.08",0
793709,"2019.11.06",1
793709,"2019.11.04",0
793709,"2019.11.01",0
793709,"2019.10.30",0
793709,"2019.10.18",0
793709,"2019.10.16",1
793709,"2019.10.14",1
793709,"2019.10.11",0
793709,"2019.10.09",1
793709,"2019.10.07",1
793709,"2019.10.04",0
793709,"2019.10.02",1
793709,"2019.09.30",1
793709,"2019.09.27",0
793709,"2019.09.25",1
793709,"2019.09.23",0
793709,"2019.09.16",1
672070,"2019.11.22",NA
672070,"2019.11.20",NA
672070,"2019.11.18",NA
672070,"2019.11.15",NA
672070,"2019.11.13",NA
672070,"2019.11.11",NA
672070,"2019.11.08",NA
672070,"2019.11.06",NA
672070,"2019.11.04",NA
672070,"2019.11.01",NA
672070,"2019.10.30",NA
672070,"2019.10.18",NA
672070,"2019.10.16",NA
672070,"2019.10.14",NA
672070,"2019.10.11",NA
672070,"2019.10.09",NA
672070,"2019.10.07",NA
672070,"2019.10.04",NA
672070,"2019.10.02",NA
672070,"2019.09.30",NA
672070,"2019.09.27",NA
672070,"2019.09.25",NA
672070,"2019.09.23",NA
672070,"2019.09.16",NA
938886,"2019.11.22",1
938886,"2019.11.20",1
938886,"2019.11.18",1
938886,"2019.11.15",0
938886,"2019.11.13",0
938886,"2019.11.11",0
938886,"2019.11.08",0
938886,"2019.11.06",0
938886,"2019.11.04",1
938886,"2019.11.01",0
938886,"2019.10.30",0
938886,"2019.10.18",1
938886,"2019.10.16",1
938886,"2019.10.14",0
938886,"2019.10.11",0
938886,"2019.10.09",1
938886,"2019.10.07",1
938886,"2019.10.04",1
938886,"2019.10.02",1
938886,"2019.09.30",1
938886,"2019.09.27",1
938886,"2019.09.25",1
938886,"2019.09.23",1
938886,"2019.09.16",1
987655,"2019.11.22",0
987655,"2019.11.20",0
987655,"2019.11.18",0
987655,"2019.11.15",0
987655,"2019.11.13",0
987655,"2019.11.11",0
987655,"2019.11.08",0
987655,"2019.11.06",1
987655,"2019.11.04",0
987655,"2019.11.01",0
987655,"2019.10.30",0
987655,"2019.10.18",0
987655,"2019.10.16",0
987655,"2019.10.14",0
987655,"2019.10.11",0
987655,"2019.10.09",0
987655,"2019.10.07",0
987655,"2019.10.04",1
987655,"2019.10.02",0
987655,"2019.09.30",1
987655,"2019.09.27",0
987655,"2019.09.25",1
987655,"2019.09.23",1
987655,"2019.09.16",1
947546,"2019.11.22",1
947546,"2019.11.20",1
947546,"2019.11.18",1
947546,"2019.11.15",1
947546,"2019.11.13",0
947546,"2019.11.11",0
947546,"2019.11.08",1
947546,"2019.11.06",0
947546,"2019.11.04",1
947546,"2019.11.01",0
947546,"2019.10.30",1
947546,"2019.10.18",0
947546,"2019.10.16",1
947546,"2019.10.14",1
947546,"2019.10.11",1
947546,"2019.10.09",1
947546,"2019.10.07",1
947546,"2019.10.04",1
947546,"2019.10.02",0
947546,"2019.09.30",1
947546,"2019.09.27",0
947546,"2019.09.25",1
947546,"2019.09.23",1
947546,"2019.09.16",1
834656,"2019.11.22",0
834656,"2019.11.20",1
834656,"2019.11.18",0
834656,"2019.11.15",0
834656,"2019.11.13",0
834656,"2019.11.11",0
834656,"2019.11.08",0
834656,"2019.11.06",1
834656,"2019.11.04",1
834656,"2019.11.01",0
834656,"2019.10.30",1
834656,"2019.10.18",1
834656,"2019.10.16",1
834656,"2019.10.14",1
834656,"2019.10.11",1
834656,"2019.10.09",1
834656,"2019.10.07",1
834656,"2019.10.04",1
834656,"2019.10.02",1
834656,"2019.09.30",1
834656,"2019.09.27",1
834656,"2019.09.25",1
834656,"2019.09.23",1
834656,"2019.09.16",1
275519,"2019.11.22",1
275519,"2019.11.20",1
275519,"2019.11.18",1
275519,"2019.11.15",1
275519,"2019.11.13",1
275519,"2019.11.11",1
275519,"2019.11.08",1
275519,"2019.11.06",1
275519,"2019.11.04",1
275519,"2019.11.01",1
275519,"2019.10.30",1
275519,"2019.10.18",1
275519,"2019.10.16",1
275519,"2019.10.14",1
275519,"2019.10.11",1
275519,"2019.10.09",1
275519,"2019.10.07",1
275519,"2019.10.04",1
275519,"2019.10.02",1
275519,"2019.09.30",1
275519,"2019.09.27",1
275519,"2019.09.25",1
275519,"2019.09.23",1
275519,"2019.09.16",1
918388,"2019.11.22",0
918388,"2019.11.20",0
918388,"2019.11.18",1
918388,"2019.11.15",0
918388,"2019.11.13",0
918388,"2019.11.11",1
918388,"2019.11.08",0
918388,"2019.11.06",0
918388,"2019.11.04",1
918388,"2019.11.01",0
918388,"2019.10.30",1
918388,"2019.10.18",1
918388,"2019.10.16",1
918388,"2019.10.14",1
918388,"2019.10.11",0
918388,"2019.10.09",0
918388,"2019.10.07",1
918388,"2019.10.04",1
918388,"2019.10.02",0
918388,"2019.09.30",1
918388,"2019.09.27",1
918388,"2019.09.25",0
918388,"2019.09.23",1
918388,"2019.09.16",1
419088,"2019.11.22",0
419088,"2019.11.20",1
419088,"2019.11.18",1
419088,"2019.11.15",1
419088,"2019.11.13",1
419088,"2019.11.11",1
419088,"2019.11.08",1
419088,"2019.11.06",1
419088,"2019.11.04",1
419088,"2019.11.01",0
419088,"2019.10.30",0
419088,"2019.10.18",1
419088,"2019.10.16",1
419088,"2019.10.14",1
419088,"2019.10.11",1
419088,"2019.10.09",1
419088,"2019.10.07",0
419088,"2019.10.04",1
419088,"2019.10.02",1
419088,"2019.09.30",1
419088,"2019.09.27",0
419088,"2019.09.25",0
419088,"2019.09.23",0
419088,"2019.09.16",0
209706,"2019.11.22",0
209706,"2019.11.20",1
209706,"2019.11.18",1
209706,"2019.11.15",1
209706,"2019.11.13",1
209706,"2019.11.11",1
209706,"2019.11.08",1
209706,"2019.11.06",1
209706,"2019.11.04",1
209706,"2019.11.01",1
209706,"2019.10.30",1
209706,"2019.10.18",1
209706,"2019.10.16",1
209706,"2019.10.14",1
209706,"2019.10.11",1
209706,"2019.10.09",1
209706,"2019.10.07",1
209706,"2019.10.04",1
209706,"2019.10.02",1
209706,"2019.09.30",1
209706,"2019.09.27",1
209706,"2019.09.25",1
209706,"2019.09.23",1
209706,"2019.09.16",1
268915,"2019.11.22",1
268915,"2019.11.20",1
268915,"2019.11.18",0
268915,"2019.11.15",0
268915,"2019.11.13",1
268915,"2019.11.11",1
268915,"2019.11.08",1
268915,"2019.11.06",0
268915,"2019.11.04",1
268915,"2019.11.01",1
268915,"2019.10.30",1
268915,"2019.10.18",1
268915,"2019.10.16",1
268915,"2019.10.14",1
268915,"2019.10.11",1
268915,"2019.10.09",1
268915,"2019.10.07",1
268915,"2019.10.04",1
268915,"2019.10.02",1
268915,"2019.09.30",1
268915,"2019.09.27",0
268915,"2019.09.25",1
268915,"2019.09.23",0
268915,"2019.09.16",1
10092,"2019.11.22",0
10092,"2019.11.20",0
10092,"2019.11.18",1
10092,"2019.11.15",0
10092,"2019.11.13",0
10092,"2019.11.11",0
10092,"2019.11.08",1
10092,"2019.11.06",1
10092,"2019.11.04",1
10092,"2019.11.01",0
10092,"2019.10.30",0
10092,"2019.10.18",1
10092,"2019.10.16",0
10092,"2019.10.14",1
10092,"2019.10.11",1
10092,"2019.10.09",1
10092,"2019.10.07",0
10092,"2019.10.04",1
10092,"2019.10.02",0
10092,"2019.09.30",1
10092,"2019.09.27",1
10092,"2019.09.25",1
10092,"2019.09.23",1
10092,"2019.09.16",1
186408,"2019.11.22",0
186408,"2019.11.20",1
186408,"2019.11.18",0
186408,"2019.11.15",0
186408,"2019.11.13",0
186408,"2019.11.11",0
186408,"2019.11.08",0
186408,"2019.11.06",0
186408,"2019.11.04",0
186408,"2019.11.01",0
186408,"2019.10.30",0
186408,"2019.10.18",0
186408,"2019.10.16",0
186408,"2019.10.14",0
186408,"2019.10.11",0
186408,"2019.10.09",1
186408,"2019.10.07",0
186408,"2019.10.04",0
186408,"2019.10.02",1
186408,"2019.09.30",0
186408,"2019.09.27",1
186408,"2019.09.25",0
