"ParticipantStudyID","EverLoggedIn","Date","TimesViewed","PerCentViewed"
268053,1,"2019.09.16",2,100
268053,1,"2019.09.18",1,100
268053,1,"2019.09.20",2,100
268053,1,"2019.09.23",1,100
268053,1,"2019.09.25",0,0
268053,1,"2019.09.27",0,0
268053,1,"2019.09.30",0,0
268053,1,"2019.10.02",0,0
268053,1,"2019.10.04",0,0
268053,1,"2019.10.07",0,0
268053,1,"2019.10.09",0,0
268053,1,"2019.10.11",0,0
268053,1,"2019.10.14",0,0
268053,1,"2019.10.16",0,0
268053,1,"2019.10.18",0,0
268053,1,"2019.10.21",0,0
268053,1,"2019.10.23",0,0
268053,1,"2019.10.25",0,0
268053,1,"2019.10.28",0,0
268053,1,"2019.10.30",0,0
268053,1,"2019.11.01",0,0
268053,1,"2019.11.04",0,0
268053,1,"2019.11.06",0,0
268053,1,"2019.11.08",0,0
268053,1,"2019.11.11",0,0
268053,1,"2019.11.13",0,0
268053,1,"2019.11.15",0,0
268053,1,"2019.11.18",0,0
268053,1,"2019.11.20",0,0
268053,1,"2019.11.22",0,0
268053,1,"2019.11.25",0,0
268053,1,"2019.11.27",0,0
268053,1,"2019.11.29",0,0
968233,1,"2019.09.16",0,0
968233,1,"2019.09.18",0,0
968233,1,"2019.09.20",0,0
968233,1,"2019.09.23",0,0
968233,1,"2019.09.25",0,0
968233,1,"2019.09.27",0,0
968233,1,"2019.09.30",0,0
968233,1,"2019.10.02",0,0
968233,1,"2019.10.04",0,0
968233,1,"2019.10.07",0,0
968233,1,"2019.10.09",0,0
968233,1,"2019.10.11",0,0
968233,1,"2019.10.14",0,0
968233,1,"2019.10.16",0,0
968233,1,"2019.10.18",0,0
968233,1,"2019.10.21",0,0
968233,1,"2019.10.23",0,0
968233,1,"2019.10.25",0,0
968233,1,"2019.10.28",2,45
968233,1,"2019.10.30",0,0
968233,1,"2019.11.01",0,0
968233,1,"2019.11.04",0,0
968233,1,"2019.11.06",0,0
968233,1,"2019.11.08",0,0
968233,1,"2019.11.11",0,0
968233,1,"2019.11.13",0,0
968233,1,"2019.11.15",0,0
968233,1,"2019.11.18",0,0
968233,1,"2019.11.20",0,0
968233,1,"2019.11.22",0,0
968233,1,"2019.11.25",0,0
968233,1,"2019.11.27",0,0
968233,1,"2019.11.29",0,0
879595,1,"2019.09.16",4,100
879595,1,"2019.09.18",1,21
879595,1,"2019.09.20",1,100
879595,1,"2019.09.23",0,0
879595,1,"2019.09.25",0,0
879595,1,"2019.09.27",1,100
879595,1,"2019.09.30",0,0
879595,1,"2019.10.02",1,100
879595,1,"2019.10.04",0,0
879595,1,"2019.10.07",0,0
879595,1,"2019.10.09",0,0
879595,1,"2019.10.11",0,0
879595,1,"2019.10.14",0,0
879595,1,"2019.10.16",0,0
879595,1,"2019.10.18",0,0
879595,1,"2019.10.21",0,0
879595,1,"2019.10.23",0,0
879595,1,"2019.10.25",0,0
879595,1,"2019.10.28",0,0
879595,1,"2019.10.30",0,0
879595,1,"2019.11.01",0,0
879595,1,"2019.11.04",5,100
879595,1,"2019.11.06",0,0
879595,1,"2019.11.08",0,0
879595,1,"2019.11.11",0,0
879595,1,"2019.11.13",0,0
879595,1,"2019.11.15",0,0
879595,1,"2019.11.18",0,0
879595,1,"2019.11.20",0,0
879595,1,"2019.11.22",0,0
879595,1,"2019.11.25",0,0
879595,1,"2019.11.27",0,0
879595,1,"2019.11.29",1,62
759128,1,"2019.09.16",0,0
759128,1,"2019.09.18",0,0
759128,1,"2019.09.20",0,0
759128,1,"2019.09.23",0,0
759128,1,"2019.09.25",0,0
759128,1,"2019.09.27",0,0
759128,1,"2019.09.30",0,0
759128,1,"2019.10.02",1,100
759128,1,"2019.10.04",0,0
759128,1,"2019.10.07",0,0
759128,1,"2019.10.09",0,0
759128,1,"2019.10.11",0,0
759128,1,"2019.10.14",0,0
759128,1,"2019.10.16",0,0
759128,1,"2019.10.18",0,0
759128,1,"2019.10.21",0,0
759128,1,"2019.10.23",0,0
759128,1,"2019.10.25",0,0
759128,1,"2019.10.28",0,0
759128,1,"2019.10.30",1,5
759128,1,"2019.11.01",1,100
759128,1,"2019.11.04",1,74
759128,1,"2019.11.06",1,86
759128,1,"2019.11.08",0,0
759128,1,"2019.11.11",0,0
759128,1,"2019.11.13",0,0
759128,1,"2019.11.15",0,0
759128,1,"2019.11.18",1,100
759128,1,"2019.11.20",1,54
759128,1,"2019.11.22",0,0
759128,1,"2019.11.25",0,0
759128,1,"2019.11.27",0,0
759128,1,"2019.11.29",0,0
592634,1,"2019.09.16",1,12
592634,1,"2019.09.18",1,87
592634,1,"2019.09.20",4,100
592634,1,"2019.09.23",1,100
592634,1,"2019.09.25",2,100
592634,1,"2019.09.27",4,100
592634,1,"2019.09.30",1,100
592634,1,"2019.10.02",1,100
592634,1,"2019.10.04",4,100
592634,1,"2019.10.07",3,74
592634,1,"2019.10.09",4,100
592634,1,"2019.10.11",1,33
592634,1,"2019.10.14",1,4
592634,1,"2019.10.16",1,61
592634,1,"2019.10.18",1,11
592634,1,"2019.10.21",0,0
592634,1,"2019.10.23",1,4
592634,1,"2019.10.25",1,6
592634,1,"2019.10.28",1,95
592634,1,"2019.10.30",1,22
592634,1,"2019.11.01",2,50
592634,1,"2019.11.04",0,0
592634,1,"2019.11.06",2,52
592634,1,"2019.11.08",2,40
592634,1,"2019.11.11",5,100
592634,1,"2019.11.13",1,34
592634,1,"2019.11.15",1,25
592634,1,"2019.11.18",1,35
592634,1,"2019.11.20",2,37
592634,1,"2019.11.22",2,72
592634,1,"2019.11.25",6,100
592634,1,"2019.11.27",2,100
592634,1,"2019.11.29",1,94
652659,1,"2019.09.16",0,0
652659,1,"2019.09.18",0,0
652659,1,"2019.09.20",1,100
652659,1,"2019.09.23",1,100
652659,1,"2019.09.25",2,100
652659,1,"2019.09.27",2,100
652659,1,"2019.09.30",4,100
652659,1,"2019.10.02",3,100
652659,1,"2019.10.04",2,100
652659,1,"2019.10.07",0,0
652659,1,"2019.10.09",2,100
652659,1,"2019.10.11",1,26
652659,1,"2019.10.14",3,100
652659,1,"2019.10.16",4,100
652659,1,"2019.10.18",1,8
652659,1,"2019.10.21",0,0
652659,1,"2019.10.23",0,0
652659,1,"2019.10.25",0,0
652659,1,"2019.10.28",0,0
652659,1,"2019.10.30",1,27
652659,1,"2019.11.01",3,100
652659,1,"2019.11.04",0,0
652659,1,"2019.11.06",0,0
652659,1,"2019.11.08",0,0
652659,1,"2019.11.11",0,0
652659,1,"2019.11.13",1,100
652659,1,"2019.11.15",1,100
652659,1,"2019.11.18",1,31
652659,1,"2019.11.20",1,16
652659,1,"2019.11.22",2,100
652659,1,"2019.11.25",1,34
652659,1,"2019.11.27",1,100
652659,1,"2019.11.29",1,100
839952,1,"2019.09.16",0,0
839952,1,"2019.09.18",1,5
839952,1,"2019.09.20",0,0
839952,1,"2019.09.23",0,0
839952,1,"2019.09.25",0,0
839952,1,"2019.09.27",0,0
839952,1,"2019.09.30",1,94
839952,1,"2019.10.02",1,100
839952,1,"2019.10.04",1,100
839952,1,"2019.10.07",2,100
839952,1,"2019.10.09",4,66
839952,1,"2019.10.11",2,85
839952,1,"2019.10.14",2,91
839952,1,"2019.10.16",1,100
839952,1,"2019.10.18",0,0
839952,1,"2019.10.21",0,0
839952,1,"2019.10.23",0,0
839952,1,"2019.10.25",0,0
839952,1,"2019.10.28",0,0
839952,1,"2019.10.30",0,0
839952,1,"2019.11.01",0,0
839952,1,"2019.11.04",0,0
839952,1,"2019.11.06",0,0
839952,1,"2019.11.08",0,0
839952,1,"2019.11.11",0,0
839952,1,"2019.11.13",0,0
839952,1,"2019.11.15",0,0
839952,1,"2019.11.18",0,0
839952,1,"2019.11.20",0,0
839952,1,"2019.11.22",0,0
839952,1,"2019.11.25",0,0
839952,1,"2019.11.27",0,0
839952,1,"2019.11.29",0,0
673725,1,"2019.09.16",0,0
673725,1,"2019.09.18",0,0
673725,1,"2019.09.20",0,0
673725,1,"2019.09.23",0,0
673725,1,"2019.09.25",0,0
673725,1,"2019.09.27",0,0
673725,1,"2019.09.30",0,0
673725,1,"2019.10.02",0,0
673725,1,"2019.10.04",0,0
673725,1,"2019.10.07",2,80
673725,1,"2019.10.09",0,0
673725,1,"2019.10.11",0,0
673725,1,"2019.10.14",0,0
673725,1,"2019.10.16",0,0
673725,1,"2019.10.18",0,0
673725,1,"2019.10.21",0,0
673725,1,"2019.10.23",0,0
673725,1,"2019.10.25",0,0
673725,1,"2019.10.28",0,0
673725,1,"2019.10.30",0,0
673725,1,"2019.11.01",0,0
673725,1,"2019.11.04",0,0
673725,1,"2019.11.06",0,0
673725,1,"2019.11.08",0,0
673725,1,"2019.11.11",0,0
673725,1,"2019.11.13",0,0
673725,1,"2019.11.15",0,0
673725,1,"2019.11.18",0,0
673725,1,"2019.11.20",0,0
673725,1,"2019.11.22",0,0
673725,1,"2019.11.25",0,0
673725,1,"2019.11.27",0,0
673725,1,"2019.11.29",0,0
148917,1,"2019.09.16",0,0
148917,1,"2019.09.18",0,0
148917,1,"2019.09.20",3,79
148917,1,"2019.09.23",3,93
148917,1,"2019.09.25",2,100
148917,1,"2019.09.27",5,100
148917,1,"2019.09.30",3,100
148917,1,"2019.10.02",3,84
148917,1,"2019.10.04",4,96
148917,1,"2019.10.07",2,100
148917,1,"2019.10.09",2,100
148917,1,"2019.10.11",1,20
148917,1,"2019.10.14",2,100
148917,1,"2019.10.16",0,0
148917,1,"2019.10.18",2,25
148917,1,"2019.10.21",1,1
148917,1,"2019.10.23",0,0
148917,1,"2019.10.25",0,0
148917,1,"2019.10.28",1,100
148917,1,"2019.10.30",0,0
148917,1,"2019.11.01",2,100
148917,1,"2019.11.04",1,78
148917,1,"2019.11.06",0,0
148917,1,"2019.11.08",0,0
148917,1,"2019.11.11",0,0
148917,1,"2019.11.13",0,0
148917,1,"2019.11.15",0,0
148917,1,"2019.11.18",4,91
148917,1,"2019.11.20",5,100
148917,1,"2019.11.22",1,100
148917,1,"2019.11.25",1,99
148917,1,"2019.11.27",2,100
148917,1,"2019.11.29",3,100
410350,1,"2019.09.16",1,2
410350,1,"2019.09.18",2,100
410350,1,"2019.09.20",1,82
410350,1,"2019.09.23",1,100
410350,1,"2019.09.25",3,100
410350,1,"2019.09.27",0,0
410350,1,"2019.09.30",0,0
410350,1,"2019.10.02",0,0
410350,1,"2019.10.04",0,0
410350,1,"2019.10.07",0,0
410350,1,"2019.10.09",0,0
410350,1,"2019.10.11",0,0
410350,1,"2019.10.14",0,0
410350,1,"2019.10.16",0,0
410350,1,"2019.10.18",0,0
410350,1,"2019.10.21",0,0
410350,1,"2019.10.23",0,0
410350,1,"2019.10.25",0,0
410350,1,"2019.10.28",0,0
410350,1,"2019.10.30",0,0
410350,1,"2019.11.01",0,0
410350,1,"2019.11.04",2,100
410350,1,"2019.11.06",0,0
410350,1,"2019.11.08",0,0
410350,1,"2019.11.11",0,0
410350,1,"2019.11.13",0,0
410350,1,"2019.11.15",0,0
410350,1,"2019.11.18",0,0
410350,1,"2019.11.20",0,0
410350,1,"2019.11.22",0,0
410350,1,"2019.11.25",0,0
410350,1,"2019.11.27",0,0
410350,1,"2019.11.29",0,0
405483,1,"2019.09.16",1,100
405483,1,"2019.09.18",1,100
405483,1,"2019.09.20",1,100
405483,1,"2019.09.23",2,100
405483,1,"2019.09.25",3,100
405483,1,"2019.09.27",1,100
405483,1,"2019.09.30",1,100
405483,1,"2019.10.02",1,100
405483,1,"2019.10.04",1,100
405483,1,"2019.10.07",1,100
405483,1,"2019.10.09",2,100
405483,1,"2019.10.11",1,16
405483,1,"2019.10.14",1,100
405483,1,"2019.10.16",1,100
405483,1,"2019.10.18",1,14
405483,1,"2019.10.21",0,0
405483,1,"2019.10.23",2,10
405483,1,"2019.10.25",1,3
405483,1,"2019.10.28",1,1
405483,1,"2019.10.30",1,94
405483,1,"2019.11.01",1,98
405483,1,"2019.11.04",0,0
405483,1,"2019.11.06",0,0
405483,1,"2019.11.08",1,100
405483,1,"2019.11.11",1,100
405483,1,"2019.11.13",1,100
405483,1,"2019.11.15",1,100
405483,1,"2019.11.18",1,4
405483,1,"2019.11.20",0,0
405483,1,"2019.11.22",1,27
405483,1,"2019.11.25",0,0
405483,1,"2019.11.27",0,0
405483,1,"2019.11.29",0,0
458798,1,"2019.09.16",0,0
458798,1,"2019.09.18",0,0
458798,1,"2019.09.20",0,0
458798,1,"2019.09.23",1,100
458798,1,"2019.09.25",2,100
458798,1,"2019.09.27",1,100
458798,1,"2019.09.30",3,100
458798,1,"2019.10.02",1,100
458798,1,"2019.10.04",2,100
458798,1,"2019.10.07",0,0
458798,1,"2019.10.09",0,0
458798,1,"2019.10.11",0,0
458798,1,"2019.10.14",0,0
458798,1,"2019.10.16",0,0
458798,1,"2019.10.18",0,0
458798,1,"2019.10.21",0,0
458798,1,"2019.10.23",0,0
458798,1,"2019.10.25",0,0
458798,1,"2019.10.28",0,0
458798,1,"2019.10.30",0,0
458798,1,"2019.11.01",0,0
458798,1,"2019.11.04",1,100
458798,1,"2019.11.06",0,0
458798,1,"2019.11.08",0,0
458798,1,"2019.11.11",0,0
458798,1,"2019.11.13",0,0
458798,1,"2019.11.15",0,0
458798,1,"2019.11.18",2,100
458798,1,"2019.11.20",1,56
458798,1,"2019.11.22",1,44
458798,1,"2019.11.25",0,0
458798,1,"2019.11.27",0,0
458798,1,"2019.11.29",0,0
817474,1,"2019.09.16",0,0
817474,1,"2019.09.18",1,97
817474,1,"2019.09.20",1,96
817474,1,"2019.09.23",1,2
817474,1,"2019.09.25",1,13
817474,1,"2019.09.27",1,100
817474,1,"2019.09.30",1,83
817474,1,"2019.10.02",1,41
817474,1,"2019.10.04",1,36
817474,1,"2019.10.07",1,95
817474,1,"2019.10.09",2,100
817474,1,"2019.10.11",1,7
817474,1,"2019.10.14",0,0
817474,1,"2019.10.16",0,0
817474,1,"2019.10.18",0,0
817474,1,"2019.10.21",2,78
817474,1,"2019.10.23",0,0
817474,1,"2019.10.25",0,0
817474,1,"2019.10.28",0,0
817474,1,"2019.10.30",0,0
817474,1,"2019.11.01",0,0
817474,1,"2019.11.04",1,15
817474,1,"2019.11.06",1,87
817474,1,"2019.11.08",0,0
817474,1,"2019.11.11",1,42
817474,1,"2019.11.13",1,37
817474,1,"2019.11.15",0,0
817474,1,"2019.11.18",1,45
817474,1,"2019.11.20",1,95
817474,1,"2019.11.22",1,74
817474,1,"2019.11.25",1,7
817474,1,"2019.11.27",0,0
817474,1,"2019.11.29",0,0
843737,0,"2019.09.16",NA,NA
843737,0,"2019.09.18",NA,NA
843737,0,"2019.09.20",NA,NA
843737,0,"2019.09.23",NA,NA
843737,0,"2019.09.25",NA,NA
843737,0,"2019.09.27",NA,NA
843737,0,"2019.09.30",NA,NA
843737,0,"2019.10.02",NA,NA
843737,0,"2019.10.04",NA,NA
843737,0,"2019.10.07",NA,NA
843737,0,"2019.10.09",NA,NA
843737,0,"2019.10.11",NA,NA
843737,0,"2019.10.14",NA,NA
843737,0,"2019.10.16",NA,NA
843737,0,"2019.10.18",NA,NA
843737,0,"2019.10.21",NA,NA
843737,0,"2019.10.23",NA,NA
843737,0,"2019.10.25",NA,NA
843737,0,"2019.10.28",NA,NA
843737,0,"2019.10.30",NA,NA
843737,0,"2019.11.01",NA,NA
843737,0,"2019.11.04",NA,NA
843737,0,"2019.11.06",NA,NA
843737,0,"2019.11.08",NA,NA
843737,0,"2019.11.11",NA,NA
843737,0,"2019.11.13",NA,NA
843737,0,"2019.11.15",NA,NA
843737,0,"2019.11.18",NA,NA
843737,0,"2019.11.20",NA,NA
843737,0,"2019.11.22",NA,NA
843737,0,"2019.11.25",NA,NA
843737,0,"2019.11.27",NA,NA
843737,0,"2019.11.29",NA,NA
343019,1,"2019.09.16",1,6
343019,1,"2019.09.18",0,0
343019,1,"2019.09.20",0,0
343019,1,"2019.09.23",0,0
343019,1,"2019.09.25",0,0
343019,1,"2019.09.27",0,0
343019,1,"2019.09.30",0,0
343019,1,"2019.10.02",0,0
343019,1,"2019.10.04",0,0
343019,1,"2019.10.07",0,0
343019,1,"2019.10.09",1,55
343019,1,"2019.10.11",1,7
343019,1,"2019.10.14",2,99
343019,1,"2019.10.16",0,0
343019,1,"2019.10.18",0,0
343019,1,"2019.10.21",0,0
343019,1,"2019.10.23",0,0
343019,1,"2019.10.25",0,0
343019,1,"2019.10.28",0,0
343019,1,"2019.10.30",0,0
343019,1,"2019.11.01",0,0
343019,1,"2019.11.04",0,0
343019,1,"2019.11.06",0,0
343019,1,"2019.11.08",0,0
343019,1,"2019.11.11",0,0
343019,1,"2019.11.13",1,15
343019,1,"2019.11.15",0,0
343019,1,"2019.11.18",0,0
343019,1,"2019.11.20",0,0
343019,1,"2019.11.22",0,0
343019,1,"2019.11.25",0,0
343019,1,"2019.11.27",0,0
343019,1,"2019.11.29",0,0
875435,1,"2019.09.16",0,0
875435,1,"2019.09.18",0,0
875435,1,"2019.09.20",0,0
875435,1,"2019.09.23",0,0
875435,1,"2019.09.25",2,22
875435,1,"2019.09.27",0,0
875435,1,"2019.09.30",0,0
875435,1,"2019.10.02",0,0
875435,1,"2019.10.04",0,0
875435,1,"2019.10.07",0,0
875435,1,"2019.10.09",1,19
875435,1,"2019.10.11",0,0
875435,1,"2019.10.14",0,0
875435,1,"2019.10.16",0,0
875435,1,"2019.10.18",0,0
875435,1,"2019.10.21",1,14
875435,1,"2019.10.23",0,0
875435,1,"2019.10.25",0,0
875435,1,"2019.10.28",0,0
875435,1,"2019.10.30",0,0
875435,1,"2019.11.01",0,0
875435,1,"2019.11.04",0,0
875435,1,"2019.11.06",0,0
875435,1,"2019.11.08",0,0
875435,1,"2019.11.11",0,0
875435,1,"2019.11.13",0,0
875435,1,"2019.11.15",0,0
875435,1,"2019.11.18",0,0
875435,1,"2019.11.20",0,0
875435,1,"2019.11.22",0,0
875435,1,"2019.11.25",0,0
875435,1,"2019.11.27",0,0
875435,1,"2019.11.29",0,0
605627,1,"2019.09.16",0,0
605627,1,"2019.09.18",0,0
605627,1,"2019.09.20",0,0
605627,1,"2019.09.23",1,100
605627,1,"2019.09.25",1,100
605627,1,"2019.09.27",1,100
605627,1,"2019.09.30",1,100
605627,1,"2019.10.02",0,0
605627,1,"2019.10.04",0,0
605627,1,"2019.10.07",0,0
605627,1,"2019.10.09",0,0
605627,1,"2019.10.11",0,0
605627,1,"2019.10.14",0,0
605627,1,"2019.10.16",0,0
605627,1,"2019.10.18",0,0
605627,1,"2019.10.21",0,0
605627,1,"2019.10.23",0,0
605627,1,"2019.10.25",0,0
605627,1,"2019.10.28",0,0
605627,1,"2019.10.30",0,0
605627,1,"2019.11.01",2,21
605627,1,"2019.11.04",0,2
605627,1,"2019.11.06",1,72
605627,1,"2019.11.08",0,0
605627,1,"2019.11.11",0,0
605627,1,"2019.11.13",0,0
605627,1,"2019.11.15",0,0
605627,1,"2019.11.18",0,0
605627,1,"2019.11.20",0,0
605627,1,"2019.11.22",0,0
605627,1,"2019.11.25",0,0
605627,1,"2019.11.27",1,22
605627,1,"2019.11.29",0,0
396727,1,"2019.09.16",0,0
396727,1,"2019.09.18",0,0
396727,1,"2019.09.20",0,0
396727,1,"2019.09.23",0,0
396727,1,"2019.09.25",0,0
396727,1,"2019.09.27",0,0
396727,1,"2019.09.30",0,0
396727,1,"2019.10.02",0,0
396727,1,"2019.10.04",0,0
396727,1,"2019.10.07",0,0
396727,1,"2019.10.09",0,0
396727,1,"2019.10.11",0,0
396727,1,"2019.10.14",0,0
396727,1,"2019.10.16",0,0
396727,1,"2019.10.18",0,0
396727,1,"2019.10.21",0,0
396727,1,"2019.10.23",0,0
396727,1,"2019.10.25",0,0
396727,1,"2019.10.28",0,0
396727,1,"2019.10.30",0,0
396727,1,"2019.11.01",0,0
396727,1,"2019.11.04",0,0
396727,1,"2019.11.06",0,0
396727,1,"2019.11.08",0,0
396727,1,"2019.11.11",2,100
396727,1,"2019.11.13",0,0
396727,1,"2019.11.15",0,0
396727,1,"2019.11.18",0,0
396727,1,"2019.11.20",0,0
396727,1,"2019.11.22",0,0
396727,1,"2019.11.25",0,0
396727,1,"2019.11.27",0,0
396727,1,"2019.11.29",1,100
255821,1,"2019.09.16",0,0
255821,1,"2019.09.18",0,0
255821,1,"2019.09.20",1,100
255821,1,"2019.09.23",0,0
255821,1,"2019.09.25",0,0
255821,1,"2019.09.27",0,0
255821,1,"2019.09.30",2,86
255821,1,"2019.10.02",2,14
255821,1,"2019.10.04",3,100
255821,1,"2019.10.07",2,100
255821,1,"2019.10.09",0,0
255821,1,"2019.10.11",0,0
255821,1,"2019.10.14",2,100
255821,1,"2019.10.16",0,0
255821,1,"2019.10.18",0,0
255821,1,"2019.10.21",0,0
255821,1,"2019.10.23",0,0
255821,1,"2019.10.25",0,0
255821,1,"2019.10.28",0,0
255821,1,"2019.10.30",1,100
255821,1,"2019.11.01",1,100
255821,1,"2019.11.04",2,100
255821,1,"2019.11.06",0,0
255821,1,"2019.11.08",0,0
255821,1,"2019.11.11",1,100
255821,1,"2019.11.13",0,0
255821,1,"2019.11.15",0,0
255821,1,"2019.11.18",1,85
255821,1,"2019.11.20",1,100
255821,1,"2019.11.22",0,0
255821,1,"2019.11.25",0,0
255821,1,"2019.11.27",0,0
255821,1,"2019.11.29",0,0
447013,1,"2019.09.16",0,0
447013,1,"2019.09.18",0,0
447013,1,"2019.09.20",0,0
447013,1,"2019.09.23",0,0
447013,1,"2019.09.25",0,0
447013,1,"2019.09.27",0,0
447013,1,"2019.09.30",0,0
447013,1,"2019.10.02",0,0
447013,1,"2019.10.04",1,16
447013,1,"2019.10.07",2,100
447013,1,"2019.10.09",1,52
447013,1,"2019.10.11",1,2
447013,1,"2019.10.14",0,0
447013,1,"2019.10.16",1,2
447013,1,"2019.10.18",0,0
447013,1,"2019.10.21",0,0
447013,1,"2019.10.23",0,0
447013,1,"2019.10.25",0,0
447013,1,"2019.10.28",0,0
447013,1,"2019.10.30",0,0
447013,1,"2019.11.01",0,0
447013,1,"2019.11.04",0,0
447013,1,"2019.11.06",0,0
447013,1,"2019.11.08",0,0
447013,1,"2019.11.11",0,0
447013,1,"2019.11.13",0,0
447013,1,"2019.11.15",0,0
447013,1,"2019.11.18",0,0
447013,1,"2019.11.20",0,0
447013,1,"2019.11.22",0,0
447013,1,"2019.11.25",0,0
447013,1,"2019.11.27",0,0
447013,1,"2019.11.29",0,0
589558,1,"2019.09.16",0,0
589558,1,"2019.09.18",0,0
589558,1,"2019.09.20",0,0
589558,1,"2019.09.23",0,0
589558,1,"2019.09.25",1,100
589558,1,"2019.09.27",1,100
589558,1,"2019.09.30",1,46
589558,1,"2019.10.02",3,100
589558,1,"2019.10.04",1,100
589558,1,"2019.10.07",2,51
589558,1,"2019.10.09",6,100
589558,1,"2019.10.11",6,54
589558,1,"2019.10.14",3,11
589558,1,"2019.10.16",1,5
589558,1,"2019.10.18",1,10
589558,1,"2019.10.21",0,2
589558,1,"2019.10.23",0,2
589558,1,"2019.10.25",1,10
589558,1,"2019.10.28",1,5
589558,1,"2019.10.30",0,0
589558,1,"2019.11.01",0,0
589558,1,"2019.11.04",0,0
589558,1,"2019.11.06",0,0
589558,1,"2019.11.08",0,0
589558,1,"2019.11.11",0,0
589558,1,"2019.11.13",0,0
589558,1,"2019.11.15",0,0
589558,1,"2019.11.18",1,12
589558,1,"2019.11.20",0,0
589558,1,"2019.11.22",1,13
589558,1,"2019.11.25",3,100
589558,1,"2019.11.27",3,100
589558,1,"2019.11.29",1,6
781144,1,"2019.09.16",0,0
781144,1,"2019.09.18",0,7
781144,1,"2019.09.20",1,18
781144,1,"2019.09.23",0,0
781144,1,"2019.09.25",0,0
781144,1,"2019.09.27",1,100
781144,1,"2019.09.30",0,0
781144,1,"2019.10.02",4,100
781144,1,"2019.10.04",1,99
781144,1,"2019.10.07",1,93
781144,1,"2019.10.09",1,89
781144,1,"2019.10.11",1,11
781144,1,"2019.10.14",1,100
781144,1,"2019.10.16",1,100
781144,1,"2019.10.18",1,13
781144,1,"2019.10.21",0,0
781144,1,"2019.10.23",0,0
781144,1,"2019.10.25",0,0
781144,1,"2019.10.28",1,100
781144,1,"2019.10.30",2,97
781144,1,"2019.11.01",1,97
781144,1,"2019.11.04",1,100
781144,1,"2019.11.06",1,100
781144,1,"2019.11.08",1,43
781144,1,"2019.11.11",1,43
781144,1,"2019.11.13",1,7
781144,1,"2019.11.15",0,0
781144,1,"2019.11.18",1,92
781144,1,"2019.11.20",1,100
781144,1,"2019.11.22",1,94
781144,1,"2019.11.25",1,100
781144,1,"2019.11.27",2,100
781144,1,"2019.11.29",1,100
523179,1,"2019.09.16",0,0
523179,1,"2019.09.18",0,0
523179,1,"2019.09.20",0,0
523179,1,"2019.09.23",0,0
523179,1,"2019.09.25",0,0
523179,1,"2019.09.27",0,0
523179,1,"2019.09.30",1,12
523179,1,"2019.10.02",2,60
523179,1,"2019.10.04",6,100
523179,1,"2019.10.07",1,16
523179,1,"2019.10.09",0,0
523179,1,"2019.10.11",0,0
523179,1,"2019.10.14",0,0
523179,1,"2019.10.16",0,0
523179,1,"2019.10.18",0,0
523179,1,"2019.10.21",0,0
523179,1,"2019.10.23",1,6
523179,1,"2019.10.25",0,0
523179,1,"2019.10.28",0,0
523179,1,"2019.10.30",1,99
523179,1,"2019.11.01",0,0
523179,1,"2019.11.04",0,0
523179,1,"2019.11.06",0,0
523179,1,"2019.11.08",0,0
523179,1,"2019.11.11",0,0
523179,1,"2019.11.13",0,0
523179,1,"2019.11.15",0,0
523179,1,"2019.11.18",0,0
523179,1,"2019.11.20",0,0
523179,1,"2019.11.22",0,0
523179,1,"2019.11.25",0,0
523179,1,"2019.11.27",0,0
523179,1,"2019.11.29",0,0
11579,1,"2019.09.16",0,0
11579,1,"2019.09.18",1,100
11579,1,"2019.09.20",1,100
11579,1,"2019.09.23",0,0
11579,1,"2019.09.25",0,0
11579,1,"2019.09.27",0,0
11579,1,"2019.09.30",0,0
11579,1,"2019.10.02",0,0
11579,1,"2019.10.04",0,0
11579,1,"2019.10.07",0,0
11579,1,"2019.10.09",0,0
11579,1,"2019.10.11",0,0
11579,1,"2019.10.14",0,0
11579,1,"2019.10.16",0,0
11579,1,"2019.10.18",0,0
11579,1,"2019.10.21",0,0
11579,1,"2019.10.23",0,0
11579,1,"2019.10.25",0,0
11579,1,"2019.10.28",0,0
11579,1,"2019.10.30",3,66
11579,1,"2019.11.01",0,0
11579,1,"2019.11.04",0,0
11579,1,"2019.11.06",0,0
11579,1,"2019.11.08",0,0
11579,1,"2019.11.11",0,0
11579,1,"2019.11.13",0,0
11579,1,"2019.11.15",0,0
11579,1,"2019.11.18",1,99
11579,1,"2019.11.20",1,100
11579,1,"2019.11.22",2,100
11579,1,"2019.11.25",1,93
11579,1,"2019.11.27",1,100
11579,1,"2019.11.29",1,97
283661,1,"2019.09.16",0,0
283661,1,"2019.09.18",0,0
283661,1,"2019.09.20",0,0
283661,1,"2019.09.23",0,0
283661,1,"2019.09.25",0,0
283661,1,"2019.09.27",3,100
283661,1,"2019.09.30",2,100
283661,1,"2019.10.02",3,100
283661,1,"2019.10.04",0,0
283661,1,"2019.10.07",0,0
283661,1,"2019.10.09",0,0
283661,1,"2019.10.11",1,35
283661,1,"2019.10.14",0,0
283661,1,"2019.10.16",0,0
283661,1,"2019.10.18",0,0
283661,1,"2019.10.21",1,85
283661,1,"2019.10.23",1,3
283661,1,"2019.10.25",0,0
283661,1,"2019.10.28",0,0
283661,1,"2019.10.30",0,0
283661,1,"2019.11.01",0,0
283661,1,"2019.11.04",0,0
283661,1,"2019.11.06",0,0
283661,1,"2019.11.08",0,0
283661,1,"2019.11.11",0,0
